order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD430220,ID3117600272,2019-01-09,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Toshika 750', 2), ('iAssist Line', 1)]",17475,89.75,-37.8152542,144.9662636,5,16691.0,Summer,True,0.471,"it's a great phone w/ nice display and no fragile glass, i highly recommend it's just as fast as the s10 but half the price and no glass body",True
ORD303595,ID6167344545,2019-06-14,Nickolson,"[('Universe Note', 1), ('pearTV', 1), ('Toshika 750', 1)]",14080,63.93,-37.812096,144.97043069999995,0,14143.93,Winter,False,0.7276,great phone! just what my husband needed. easy set up. great phone! ;),True
ORD382519,ID3394728757,2019-05-22,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1), ('Universe Note', 1), ('Alcon 10', 1)]",19940,65.07,-37.8197751,144.9599386,25,15020.07,Autumn,True,0.8554,"a solo un mes de uso hola, espere casi un mes en uso con el móvil muy bonito, pero a solo un mes con el móvil ya tengo el problema de que la pantalla se queda fantasma blanca sin imagen. un móvil nuevo en su caja y ya con problema donde nunca recibió ningún tipo de golpe ni nada que pueda afectar a la pantalla de repente se puso de ese modo.",False
ORD457715,ID0312718318,2019-10-18,Thompson,"[('pearTV', 1), ('Lucent 330S', 2)]",8770,84.57,-37.803356,144.9618828,0,8854.57,Spring,False,1.6653,the price was reasonable batteries live is great. i was surprised that when i charge 100% i can turn on battery safe mode and 1 day of charge...,True
ORD049064,ID0746912569,2019-02-15,Nickolson,"[('iStream', 1), ('pearTV', 2), ('Toshika 750', 2), ('Thunder line', 2)]",25770,82.47,-37.8244066,144.9830515,15,21986.97,Summer,True,1.352,two stars wasn't us cellular,False
ORD177750,ID0245807246,2019-01-14,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('iStream', 2), ('Universe Note', 1)]",22510,103.76,-37.7993939,144.95928569999995,15,19237.26,Summer,True,1.3601,really good use in africa and work perfectly,True
ORD083244,ID0577458190,2019-07-27,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Lucent 330S', 1), ('Candle Inferno', 1)]",8270,76.32,144.9778126,-37.8184788,0,8346.32,Winter,True,0.7266,i love this phone it is so user friendly and the battery life is amazing.,True
ORD209230,ID0060653706,2019-09-03,Thompson,"[('Toshika 750', 2), ('Alcon 10', 1), ('Candle Inferno', 2)]",18450,74.37,-37.817899,144.9502679,15,15756.87,winter,False,0.6462,in love absolutely love this phone easy to use like how slim and handy the device is very light big screen all my favorite things i jumped straight from the 3 to the 5 and love love it...,True
ORD400841,ID0269335115,2019-06-19,Nickolson,"[('iStream', 1), ('Olivia x460', 2)]",2600,66.73,-37.8099203,144.97840119999995,5,2536.73,Winter,False,1.2402,phone working excellent.. great customer service with the seller phone working excellent..great customer service with the seller,True
ORD452867,ID5864704370,2019-10-27,Bakers,"[('pearTV', 2), ('iStream', 2)]",12920,76.59,-37.8023809,144.9918315,5,12350.59,Spring,False,0.195,i love the phone but the wall adaptor is unable to ... i love the phone but the wall adaptor is unable to work with my outlets and i tried using a different one and it literally took 24hr to charge and has a message saying due to the charge the phone is charging at the slowest rate.,True
ORD115991,ID0591435396,2019-06-20,Nickolson,"[('Universe Note', 1), ('Toshika 750', 2)]",12090,71.91,-37.8180175,144.96944430000005,25,2222.91,Winter,True,0.065,it works wonderfully it is an awesome phone. and it works in chile.,True
ORD460642,ID2771805040,2019-06-02,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Candle Inferno', 2)]",4315,77.56,-37.8142456,144.9744632,15,15196.8,Winter,True,0.6489,"i trust toshika product this is my 2nd xperia phone. i didn't have any problem previous phone, over five-six years, expect battery my phone battery was out. when my husband tries to change the battery he broke the phone.",True
ORD132264,ID0710001172,2019-10-14,Thompson,"[('pearTV', 1), ('Toshika 750', 2), ('Universe Note', 1), ('Candle Inferno', 2)]",19260,79.2,-37.8140479,144.93599430000003,15,16450.2,spring,False,0.9859,olivia note 5 love my phone love the size great purchase,True
ORD041144,ID2202858922,2019-12-11,Thompson,"[('Candle Inferno', 2), ('iStream', 2), ('Toshika 750', 2)]",9800,77.89,-37.8213537,144.9525075,0,9877.89,Summer,True,1.0782,works great with cricket! really like the screen size and weigh of this phone. i am not tech savvy but this phone was a quick learn and setup. still working on retrieving my photos from my old phone. may have to go to cricket for some help with that. i am olivia loyal as it rarely disappoints.,True
ORD427463,ID0581751205,2019-06-12,Thompson,"[('pearTV', 1), ('iStream', 2), ('iAssist Line', 1)]",8835,55.9,-37.8043801,144.9297315,0,8890.9,Winter,False,1.7825,took around 2 and a half days for the you tube to start the video.... but its decent enough once it started... you can never be sure when it is gonna work and when not,False
ORD366513,ID6221319977,2019-01-30,Bakers,"[('Candle Inferno', 1), ('Toshika 750', 1), ('iAssist Line', 1)]",6975,75.08,-37.8090028,144.98386630000005,15,6003.83,Summer,False,1.0057,great phone! great phone!,True
ORD161558,ID4952477275,2019-06-13,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('iAssist Line', 2)]",17760,77.06,-37.8097543,144.9550397,0,17837.06,Winter,False,0.7726,"great product great phone, great condition. was not able to use my own hotspot because it was a verizon phone unlocked. great product over all",True
ORD258960,ID1445498772,2019-10-28,Bakers,"[('Olivia x460', 2), ('pearTV', 1), ('Universe Note', 2)]",31110,104.56,-37.8165205,144.9859039,10,28103.56,Spring,True,1.0956,"five stars this phone is just awesome!! after having it for a few months, it still never fails to perform",True
ORD331515,ID3144992699,2019-07-03,Bakers,"[('Universe Note', 2), ('Toshika 750', 1), ('iStream', 2), ('iAssist Line', 2)]",15970,77.53,-37.8152355,144.98811569999995,5,15249.03,Winter,False,0.8555,it is an awesome phone love my phone,True
ORD416211,ID5636163337,2019-10-28,Bakers,"[('Thunder line', 2), ('Olivia x460', 2)]",6810,80.11,-37.8165571,145.00575769999998,5,6549.61,Spring,False,1.1791,great phone for price! i am loving this phone. it works flawlessly and like new! not one scratch on it. came with olivia charger also. i am very impressed.,True
ORD225571,ID6167191704,2019-04-27,Thompson,"[('iStream', 2), ('Alcon 10', 1)]",9250,79.01,-37.8187764,144.9553333,15,7941.51,Autumn,True,0.9949,awesome. awesome phone.,True
ORD489080,ID1479905374,2019-06-08,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('pearTV', 1)]",16120,68.43,-37.8209384,144.95603400000005,5,15382.43,Winter,False,1.2116,false advertisement this phone is not unlocked. aside from paying for the phone i had to pay 100 to actually get it unlocked. aside from that its a great phone.,True
ORD308496,ID0709966972,2019-01-22,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('Thunder line', 1)]",25625,77.59,-37.8142217,144.9370471,25,19296.34,Summer,True,0.898,disappointed horrible. phone came locked unable to use with any carrier,False
ORD006455,ID0634777174,05-10-2019,Thompson,"[('pearTV', 1), ('Universe Note', 1), ('iAssist Line', 1)]",11985,100.02,-37.814417,144.9388882,10,10886.52,Spring,True,0.7452,five stars perfect for shoretel clients.,True
ORD256819,ID0168377553,2019-05-19,Nickolson,"[('Thunder line', 2), ('iAssist Line', 2)]",8810,65.12,-37.8115182,144.9609941,5,8434.62,Autumn,False,1.0894,five stars the phone work great!,True
ORD352239,ID0471259500,2019-05-29,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Toshika 750', 1)]",9200,64.47,-37.8049954,144.9476554,0,9264.47,Autumn,False,0.8562,four stars my son like it so far so good,False
ORD282385,ID4716795598,2019-12-01,Thompson,"[('Alcon 10', 1), ('Olivia x460', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",31110,92.58,-37.8186803,144.9531871,10,18133.08,Summer,True,0.8583,"it's a super hi-tech high-value phone i'm saying goodbye to lg product and olivia universe note i love this phone came brand new,it beats the universe note and is super fast,camera is incredible",True
ORD086686,ID0282825830,2019-05-06,Thompson,"[('pearTV', 2), ('iStream', 1)]",12770,52.05,-37.8033053,144.9510182,25,9629.55,Autumn,False,1.0991,be careful the phone was received defected. i needed to return to the seller,False
ORD096680,ID2187770706,2019-06-14,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 2), ('pearTV', 1), ('Toshika 750', 2)]",21860,68.46,-37.8085443,144.9634169,15,18649.46,Winter,False,1.2421,"these are additional iassist based devices to make access better from other parts  of our homes rather than trying to shout questions or instructions through out the house, lol. we wouldn't be without iassist for the variety of functions that she performs.",True
ORD482432,ID4740822030,2019-04-27,Thompson,"[('Alcon 10', 2), ('Thunder line', 2)]",22260,65.9,-37.8032432,144.9498031,0,22325.9,Autumn,True,1.0769,easy set up very user friendly,True
ORD192930,ID0356452387,2019-08-30,Bakers,"[('Thunder line', 2), ('Olivia x460', 1), ('iStream', 2)]",5885,62.84,-37.8052631,144.9863214,25,4476.59,spring,True,0.9443,"doesn't have a notification light totally absurd. how are you even supposed to know whether someone has left you a phone message or a text? the screen blinks briefly that a text came in, but then sits there, dark, forever.",False
ORD063030,ID0356089311,2019-03-07,Bakers,"[('Thunder line', 2), ('Alcon 10', 2)]",18760,65.75,-37.8177738,144.99699730000003,25,14135.75,Autumn,False,0.8796,just as expected!!! it's not very often i have excellent experiences shopping online for electronics. this item was exactly as described. thank-you!,True
ORD461426,ID3204395232,2019-05-27,bakers,"[('Olivia x460', 2), ('iAssist Line', 2), ('Thunder line', 1), ('iStream', 2)]",9380,64.88,-37.80749520000001,144.9479826,5,8975.88,Autumn,False,0.582,"great refurbished phone very close to being new, three months after purchace no problems whatsoever.",True
ORD368942,ID0332546017,2019-08-24,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1), ('Olivia x460', 2)]",15970,75.59,-37.8093685,144.9493415,5,6849.09,Winter,True,0.4187,good phone for the price the phone is a really well made phone. it is in better condition than expected. the touch screen is glitching out but it's not major it may be because my fingers are sweaty. overall a beautiful and good phone,True
ORD035025,ID4520380455,2019-12-10,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1), ('iAssist Line', 2)]",12940,72.65,-37.82123720000001,144.961431,0,13012.65,Summer,False,0.7722,"a great cellphone it is one of the best phones on the market but by not having the most up-to-date processor, it could be slightly smaller.",True
ORD084861,ID3094966833,2019-17-07,Thompson,"[('pearTV', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",13080,66.59,-37.7994593,144.9486811,0,13146.59,Winter,False,1.4778,like brand new! it's been 2 months and i'm loving my phone!,True
ORD181929,ID0294622624,2019-02-19,Nickolson,"[('Candle Inferno', 2), ('iStream', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",23485,68.7,-37.8189423,144.9646229,5,20512.7,Summer,False,0.4351,"great phone for the being.... i love my phone, it's just too bad i will have to switch it a couple of months due to company's controversy with the us",True
ORD024097,ID0579999885,2019-04-18,Thompson,"[('iStream', 2), ('Toshika 750', 1), ('Olivia x460', 1), ('iAssist Line', 2)]",10295,53.77,-37.8056758,144.93186740000004,25,7775.02,Autumn,False,1.5473,broke after 6 weeks the battery didn't last long and after 6 weeks the speakers and microphone stop working,False
ORD172628,ID0282854641,2019-03-30,Bakers,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350,71.7,-37.80012670000001,145.0183189,15,19069.2,spring,False,2.3087,great phone great phone.,True
ORD377946,ID2272185765,2019-09-28,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",3750,90.87,-37.8244443,145.0154211,25,7748.37,Spring,False,2.3956,"olivia never let me down the best cellphone i'v ever had, slick and fast",True
ORD373348,ID1888340704,2019-05-15,Bakers,"[('Olivia x460', 1), ('Universe Note', 2)]",8125,84.85,144.9851776,-37.7938788,25,6178.6,Autumn,True,2.0002,"it works i use it for my work, but it is a few time to say if the product is good or not. until now is so good",True
ORD293767,ID0659636292,2019-05-25,Thompson,"[('Thunder line', 1), ('Alcon 10', 1)]",11130,66.19,-37.8175499,144.9554956,0,9867.52,Autumn,False,0.9186,works as expected cell phone was in great condition and works as expected.,True
ORD410352,ID2172718107,2019-02-16,Thompson,"[('Alcon 10', 2), ('Thunder line', 2)]",22260,97.65,-37.8091315,144.9320819,10,20131.65,Summer,True,1.3757,three stars it is working good so far. but not good as new.,True
ORD070614,ID1224854728,2019-11-02,Thompson,"[('Universe Note', 1), ('Thunder line', 1)]",11130,74.36,-37.813352,144.9402417,5,10647.86,Spring,False,0.6051,great seller. awesome!! arrived in new condition.,True
ORD469443,ID0589421003,2019-05-03,Nickolson,"[('Olivia x460', 2), ('iStream', 1), ('Thunder line', 2)]",6960,66.15,-37.8096433,144.9725187,25,5286.15,Autumn,False,1.0301,happy with this product i'm happy with the sound system for this phone.,True
ORD349119,ID0579380055,2019-07-02,Thompson,"[('Alcon 10', 2), ('Toshika 750', 2), ('Universe Note', 2)]",33440,55.37,-37.8215102,144.9307248,5,31823.37,Winter,False,1.7417,sister order me the phone today will leave my review !! phone heading to minnesota will leave a video and review soon as i get it to change my stars. if its junk will be returned. will let you all know!!! kc mcglennon,False
ORD227689,ID6167266608,2019-01-10,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1)]",2455,70.63,-37.8145284,144.9659573,10,2280.13,Summer,True,0.5521,great price on sale awesome phone,True
ORD467457,ID1224821957,2019-07-02,Thompson,"[('Universe Note', 2), ('pearTV', 2)]",19520,74.9,-37.81309810000001,144.9385795,15,16666.9,Winter,True,0.7481,all ok all ok,True
ORD438655,ID2705184152,2019-30-12,Nickolson,"[('Thunder line', 1), ('iAssist Line', 1)]",4405,53.09,-37.8200291,144.968851,25,3356.84,Summer,False,0.1711,two stars almost impossible to hook up to any kind of service...wish they had mentioned that!!,False
ORD423771,ID0708722502,2019-12-14,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1)]",8770,75.96,-37.8072312,144.95592659999997,0,8845.96,Summer,False,0.9868,long battery life does take a clean picture in the night but other than that work profect,True
ORD268941,ID2006038538,2019-11-04,Bakers,"[('iStream', 2), ('Universe Note', 2), ('Lucent 330S', 2), ('Toshika 750', 1)]",13980,103.05,-37.801299,145.0011591,5,13384.05,Spring,True,1.0996,"great phone i love it, the screen has a great quality and the battery get almost all day, stay charged fast and had a good camera.",False
ORD493258,ID2324975791,2019-09-28,Nickolson,"[('Toshika 750', 2), ('Thunder line', 1)]",10820,77.02,-37.8103051,144.9726914,5,10356.02,Spring,False,0.9632,"i love this phone i love this phone. i wanted to wait for a few months before i reviewed it. it's user friendly, fairly light, and i have not had any problems with it at all.",True
ORD428817,ID2457712027,2019-07-27,Bakers,"[('Toshika 750', 1), ('Universe Note', 1)]",7770,56.07,-37.8037888,144.9780208,0,7826.07,Winter,False,1.664,one star the battery just keeps going dead so fast. i think yall sold me a defect battery,False
ORD382340,ID6167266627,2019-07-06,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",9190,67.21,-37.809577,144.9636701,10,8338.21,Winter,False,1.1292,"amazing great mobile, battery life and speed are amazing, the screen resolution is just fine i have no problem with it",True
ORD456358,ID0635530497,2019-09-21,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2), ('Thunder line', 1), ('iStream', 2)]",24700,72.86,-37.8127424,144.9434419,5,23537.86,Spring,False,0.3191,phone is slower than i would like. phone isn't as responsive as i would like.,True
ORD103002,ID1450727146,2019-10-17,Nickolson,"[('Thunder line', 1), ('pearTV', 1), ('Lucent 330S', 2)]",10950,93.62,-37.8233696,144.9847968,15,9401.12,summer,True,1.4421,"reception problem good phone, but i keep losing connection",False
ORD479953,ID2141904206,2019-07-16,Thompson,"[('iAssist Line', 2), ('Olivia x460', 2), ('Toshika 750', 2), ('pearTV', 2)]",23880,68.99,-37.802981,144.9359376,0,23948.99,Winter,False,1.4569,great backup phone really good pictures,True
ORD457533,ID0579502235,2019-03-17,Thompson,"[('Universe Note', 2), ('pearTV', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",28900,62.05,-37.8148461,144.9506248,15,24627.05,Autumn,False,0.3953,"happy customer this is the second alcon 7 purchased to replace antique ""flip top"" phones. the renewed condition was accurately advertised and the resulting value fully meets our expectations. we will not hesitate to reorder from this company again.",True
ORD040501,ID0723959412,2019-10-17,Bakers,"[('Toshika 750', 1), ('Olivia x460', 1)]",5545,106.52,-37.8025227,145.0050195,15,4819.77,Summer,True,1.1971,"good deal love the phone, wasn't disappointed at all.quite impressed that",True
ORD083628,ID3961293505,2019-03-27,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910,81.34,-37.8077049,144.9630546,25,3763.84,Autumn,True,1.3401,"ysl works great with no problems, still rocking this awesome phone xd.",True
ORD058576,ID3208518298,2019-11-23,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2)]",19125,107.08,-37.8054421,144.96508909999997,15,16363.33,Spring,True,1.5158,"... ""olivia gusto 3 prepaid no contract phone i really enjoy using this small compacted phone this ""olivia gusto 3 prepaid no contract phone i really enjoy using this small compacted phone. it is easy to hold while talking on the phone.",True
ORD387260,ID1224821968,2019-09-27,Thompson,"[('Olivia x460', 1), ('iAssist Line', 2)]",5675,101.06,-37.8140484,144.9379666,15,4924.81,Spring,False,0.815,the commands iassist requires are too specific.  i find google home to be much more flexible in figuring out what i'm asking for.,True
ORD234563,ID2383211199,2019-20-11,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 1)]",3410,89.41,-37.8095512,144.963753,10,3158.41,Spring,True,1.1285,"continually loses connection to the internet. app says it s connected but says check back later. worked for the first month or so but now works one minute and dumb two minutes later. constantly asking iassist, iassist,;iassist!!",False
ORD279869,ID0060088857,2019-09-17,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 1), ('Thunder line', 2)]",9540,106.54,-37.8207735,144.98511100000005,15,8215.54,Spring,True,1.3896,good price good phone good phone no issues yet.,True
ORD393540,ID0282852910,2019-03-13,Bakers,"[('Toshika 750', 1), ('pearTV', 2)]",16940,51.61,-37.8005373,145.0089533,5,16144.61,Autumn,False,1.2162,"one star mala experiencia, no poseia desbloqueo internacional",False
ORD420105,ID0723959383,2019-11-26,Bakers,"[('Olivia x460', 1), ('Toshika 750', 1), ('Thunder line', 1)]",7725,81.97,-37.8023485,145.004627,10,7034.47,Spring,False,1.1864,"good phone, great battery life good phone, great battery life. if only lucentrolla crap software wasnt on it...",True
ORD221408,ID0313278062,2019-06-26,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 2)]",20360,79.24,-37.8098076,144.96178830000005,25,15349.24,Winter,True,1.1928,clarity this phone has very clear printout and easy to see without glasses. it's slim and light weight. i'm pleased with it and recommend it to a new buyer. una rueb,True
ORD431838,ID0579399006,2019-09-07,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 2), ('iStream', 2)]",5630,57.72,-37.81846029999999,144.97359640000005,10,10587.72,Spring,False,0.3561,"very disappointed :-( unable to make calls. did not ring on my end, yet connected the call. the person on the other end would only hear loud screeching! really liked the quality of the camera and the rear speaker put out some good sound when watching videos/listening to music.",False
ORD257746,ID2776391626,2019-04-20,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2), ('iAssist Line', 1), ('Thunder line', 1)]",12165,79.44,-37.8109711,144.9631023,5,11636.19,Autumn,True,1.0207,"glad i bought this phone was leery about buying a reconditioned phone, bought the phone over a month ago, no problems, no issues, works great this was replacing a note 5 that i had dropped. the phone was a better price than originally paid for the note 5.",True
ORD228598,ID6282174154,2019-11-29,Nickolson,"[('Olivia x460', 1), ('Universe Note', 2), ('Alcon 10', 1)]",10350,103.57,-37.823121,144.9763575,5,9936.07,Spring,True,0.7823,great phone great phone,True
ORD433538,ID1463620865,2019-04-10,Bakers,"[('Toshika 750', 1), ('Universe Note', 1)]",7770,80.39,-37.8185898,144.9991671,0,7850.39,Autumn,True,1.0173,i love my thunder line! looks brand new and works perfect! very satisfied.,True
ORD478343,ID2397324975,2019-09-25,Thompson,"[('Toshika 750', 2), ('Universe Note', 1), ('Candle Inferno', 1)]",12520,76.51,-37.82015300000001,144.9428437,5,11970.51,Spring,False,0.9118,doesn't have support to sdcard great cell phone,False
ORD416298,ID0547586409,2019-05-02,Bakers,"[('Universe Note', 2), ('Thunder line', 1)]",9080,78.64,-37.813541,144.98507030000005,25,6888.64,Autumn,True,0.9769,all the accessory is complete the product is clean,True
ORD015774,ID0774517861,2019-02-26,nickolson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Toshika 750', 1)]",7775,77.09,-37.8063316,144.95949480000004,15,6685.84,Summer,False,1.301,i love this phone i love this phone,True
ORD439575,ID0282825799,2019-11-18,Thompson,"[('Olivia x460', 2), ('iStream', 2), ('Toshika 750', 2), ('pearTV', 1)]",17700,88.75,-37.8014154,144.948467,5,16903.75,Spring,True,1.2592,overheats and charges slow first day i received this it overheated during transfer and took 4 hours to recharge.,False
ORD064373,ID2291073998,2019-11-11,Thompson,"[('iStream', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",10015,75.74,-37.8123079,144.954011,0,10090.74,Spring,False,0.6119,"perfect phone, fast shipping other than the packaging, you would think this phone was new! perfect phone, fast shipping, thank you.",False
ORD039598,ID0054552190,2019-01-13,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",3835,76.74,-37.8203995,144.9848481,0,3911.74,Summer,False,1.3601,great phone - delivered as advertised as advertised,True
ORD199817,ID0650275823,2019-13-02,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",16410,97.94,-37.8130547,144.9816845,5,15687.44,Summer,True,1.2324,can't say it worked well with sprint service. mine ... can't say it worked well with sprint service. mine came with a sim card that came from a faulty batch and had all kinds of issues. new sim card fixed it right up though.,True
ORD113549,ID0634780047,07-05-2019,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('Universe Note', 1), ('Alcon 10', 2)]",30030,78.1,-37.8129499,144.93928789999995,0,30108.1,Autumn,True,0.685,two thumbs up seller shipped quick and phone was as expected .thanks,True
ORD225500,ID0033085575,2019-07-15,Thompson,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175,77.21,-37.810947,144.9573376,0,11252.21,Winter,True,0.9233,five stars tuvimos algunos problemas con falta comunicacion carrier chileno. todo lo demas perfecto .,True
ORD474989,ID1479930098,2019-08-28,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2), ('Thunder line', 1), ('Olivia x460', 1)]",23530,79.4,-37.8206801,144.95592480000005,25,17726.9,Winter,False,1.1836,this phone works perfectly straight out of the box will always purchase from this supplier because the price for the same great quality,True
ORD370767,ID1404221278,2019-12-01,Bakers,"[('pearTV', 2), ('Candle Inferno', 1), ('iAssist Line', 1), ('Alcon 10', 1)]",24225,71.15,-37.8035213,144.9948772,25,18239.9,Summer,False,0.7214,note 8 - 5 stars received a note 8 from this seller in mint condition. not a scratch or dent anywhere. phone works perfectly. was a little nervous about buying a pre owned phone online but so glad i did. saved a lot of money and its practically brand new.,False
ORD189464,ID6167230999,2019-12-22,Thompson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",8770,71.67,-37.8169463,144.9533552,10,9355.17,Summer,False,0.7293,good personal usage,True
ORD127246,ID0248746926,2019-02-24,Bakers,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",10730,80.34,-37.8238565,144.99824230000004,5,10273.84,Summer,False,1.5654,pixel 2 my son loves his pixel 2. it was easy to add to verizon and he loves the screen and speakers. battery life last long and charging is fast,True
ORD254779,ID3158860637,2019-05-12,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2), ('Thunder line', 1)]",9940,79.5,-37.8147239,144.9584132,15,8528.5,Autumn,True,1.0234,i am very satisfied. my purchase was worth the money. i am very satisfied.,True
ORD344249,ID4655129065,2019-10-23,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('Toshika 750', 1), ('Universe Note', 1)]",22840,96.98,-37.8098883,144.9477015,25,17226.98,summer,True,0.315,"exactly what i expected phone works great for a great price, perfect christmas present thank you :)",True
ORD370961,ID0846591611,2019-07-17,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 2), ('iStream', 2), ('pearTV', 2)]",24010,75.86,-37.8220781,144.96950800000005,10,21684.86,Winter,True,0.3877,"olivia competition! i've been waiting for this to release in the us! works great, excellent battery life. fast charging. i wish it had wireless charging but i look forward to that on the next model.",True
ORD330007,ID1224869051,2019-04-08,Thompson,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350,49.0,-37.8133999,144.9410188,0,9465.23,Autumn,False,0.5382,one star not happy at all!! just got this phone 1 day ago and the battery is trash!,False
ORD095862,ID0575469226,2019-08-14,Nickolson,"[('pearTV', 1), ('Alcon 10', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",22040,76.77,-37.8186433,144.9798535,10,19912.77,Winter,True,0.906,i like the list ability and the music i can play.  i do not like that i can not create a playlist without using the app and even then iassist will not play my songs i have to do it through my tablet or phone.  i also do not like that alex can not print again it has to be done through the app.,True
ORD303124,ID4236844484,2019-01-29,Thompson,"[('Toshika 750', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",9910,69.59,-37.8144347,144.9429071,15,8493.09,Summer,True,0.4152,arrived as advertised!! i couldn't have been more pleased. this phone came as advertised. i would recommend this to anyone that is looking for a great phone at a good price.,True
ORD026876,ID0641022263,2019-09-07,Thompson,"[('Candle Inferno', 2), ('iAssist Line', 1), ('Olivia x460', 2), ('iStream', 1)]",5685,104.12,-37.806815500000006,144.9379825,15,4936.37,Spring,True,1.0314,company replacing! worked for two weeks. will not turn on this morning. it seems the start button is sticking and charging cord has to be very carefully attached to charge . company is great to work with. ups picking this one up monday. sending a replacement!,True
ORD176250,ID0591435584,2019-07-04,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 1)]",26940,71.95,-37.8180715,144.9709101,25,20276.95,Winter,False,0.133,good phone very good condition.,True
ORD306423,ID0579994959,2019-03-14,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 2)]",9070,66.03,-37.8027958,144.93642869999996,10,8229.03,Autumn,True,1.4438,pésimo servicio pesimo servicio,False
ORD222038,ID0591360978,2019-11-04,Thompson,"[('Thunder line', 2), ('iStream', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",14010,79.26,-37.822312,144.9524743,15,11987.76,summer,False,1.1735,had it for 7 months and no problems works great!,True
ORD121583,ID0361771651,2019-09-08,Bakers,"[('iAssist Line', 1), ('Universe Note', 1)]",5675,94.03,-37.7998612,144.9786891,15,4917.78,Spring,True,1.8411,i got 99 problems&this phone is one neighbor got this phone&gave her a lot of problems afterwards she upgraded now!,False
ORD278407,ID1132014788,2019-10-30,Thompson,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865,75.05,-37.8170901,144.945844,25,8223.8,Spring,False,0.5033,i like it great phone. i like it.,True
ORD221277,ID0846548135,2019-08-11,Nickolson,"[('Olivia x460', 1), ('iStream', 1), ('Alcon 10', 2)]",11060,57.4,-37.82092100000001,144.9688934,25,14513.65,Winter,True,0.2653,"broken screen the phone is an upgrade from my last one and the storage is great, but when i received my phone i noticed scratches on the screen. no big deal, but then i realized they were cracks on the screen and not just scratches. highly disappointed.",False
ORD407836,ID0251083833,2019-12-10,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125,103.05,-37.7995122,144.93699130000005,25,15196.8,Summer,True,1.7123,five stars phone was received promptly and looks great!,True
